LOCATION,MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
Pune,2016,Maruti,Baleno DELTA DDIS 190,Manual,"96,899 km",Diesel,1st Owner,"₹5,68,999"
Pune,2015,Maruti,Swift VXI,Manual,"44,747 km",Petrol,1st Owner,"₹4,27,899"
Pune,2016,Volkswagen,Polo GT TSI 1.2 PETROL AT,Automatic,"48,730 km",Petrol,2nd Owner,"₹6,02,099"
Pune,2017,Maruti,Baleno DELTA 1.2 K12,Manual,"10,530 km",Petrol,1st Owner,"₹6,22,199"
Pune,2019,Renault,Kwid RXT,Manual,"3,141 km",Petrol,1st Owner,"₹3,96,199"
Pune,2018,Maruti,Baleno ZETA 1.2 K12,Manual,"16,994 km",Petrol,1st Owner,"₹6,02,999"
Pune,2012,Hyundai,i20 SPORTZ 1.2 VTVT,Manual,"23,044 km",Petrol,1st Owner,"₹3,32,299"
Pune,2019,Renault,Kwid RXT 1.0 EASY-R AT OPTION,Automatic,"7,547 km",Petrol,1st Owner,"₹4,83,599"
Pune,2013,Honda,Brio 1.2 VX AT I VTEC,Automatic,"56,857 km",Petrol,1st Owner,"₹3,42,199"
Pune,2016,Maruti,Swift VXI,Manual,"39,608 km",Petrol,1st Owner,"₹4,11,099"
Pune,2016,Maruti,Baleno ZETA 1.2 K12 CVT,Automatic,"42,062 km",Petrol,1st Owner,"₹6,31,899"
Pune,2012,Hyundai,i20 MAGNA O 1.2,Manual,"94,468 km",Petrol,3rd Owner,"₹3,70,399"
Pune,2018,Hyundai,Elite i20 ASTA 1.2 AT,,"4,649 km",Petrol,1st Owner,"₹7,04,199"
Pune,2017,Maruti,Celerio VXI,Manual,"66,663 km",Petrol,1st Owner,"₹4,22,899"
Pune,2017,Maruti,Swift ZXI,Manual,"14,505 km",Petrol,1st Owner,"₹5,43,299"
Pune,2019,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"4,031 km",Petrol,1st Owner,"₹5,26,999"
Pune,2015,Maruti,Alto K10 VXI,Manual,"64,611 km",Petrol,1st Owner,"₹3,13,999"
Pune,2017,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"20,910 km",Petrol,1st Owner,"₹4,99,799"
Pune,2018,Maruti,Celerio VXI,Manual,"15,478 km",Petrol,1st Owner,"₹4,72,699"
Pune,2017,Tata,Nano TWIST XTA,Automatic,"41,959 km",Petrol,1st Owner,"₹2,25,799"
Pune,2016,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"30,912 km",Petrol,1st Owner,"₹4,48,999"
Pune,2018,Maruti,Celerio VXI AMT,Automatic,"20,753 km",Petrol,2nd Owner,"₹4,63,399"
Pune,2012,Hyundai,i20 MAGNA O 1.4 CRDI,Manual,"1,24,487 km",Diesel,1st Owner,"₹4,89,599"
Pune,2015,Maruti,Alto K10 VXI,Manual,"12,341 km",Petrol,2nd Owner,"₹3,11,499"
Pune,2017,Maruti,Alto 800 LXI,Manual,"12,393 km",Petrol,1st Owner,"₹3,24,199"
Pune,2017,Maruti,Alto 800 LXI,Manual,"22,244 km",Petrol,1st Owner,"₹3,26,599"
Pune,2014,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"19,399 km",Petrol,1st Owner,"₹3,87,099"
Pune,2015,Hyundai,Elite i20 ASTA 1.2,Manual,"64,342 km",Petrol,1st Owner,"₹5,13,299"
Pune,2019,Hyundai,GRAND I10 NIOS SPORTZ 1.2 AT,Automatic,"2,047 km",Petrol,1st Owner,"₹7,19,399"
Pune,2017,Tata,Tiago XZ 1.2 REVOTRON,Manual,"16,358 km",Petrol,1st Owner,"₹3,97,099"
Pune,2014,Maruti,Swift VXI,Manual,"28,600 km",Petrol,1st Owner,"₹4,11,999"
Pune,2019,Hyundai,GRAND I10 NIOS SPORTZ 1.2 AT,Automatic,"13,922 km",Petrol,1st Owner,"₹6,50,999"
Pune,2014,Maruti,Celerio VXI,Manual,"64,208 km",Petrol,1st Owner,"₹3,84,899"
Pune,2017,Datsun,Redi Go T (O),Manual,"17,774 km",Petrol,1st Owner,"₹2,56,799"
Pune,2020,Maruti,Baleno ZETA 1.2 K12,Manual,"20,524 km",Petrol,2nd Owner,"₹6,31,099"
Pune,2016,Hyundai,Elite i20 MAGNA 1.2,Manual,"14,207 km",Petrol,1st Owner,"₹5,28,899"
Pune,2016,Maruti,Celerio VDI,Manual,"84,347 km",Diesel,1st Owner,"₹3,82,899"
Pune,2018,Maruti,Baleno ALPHA 1.2 K12 AMT,Automatic,"28,661 km",Petrol,1st Owner,"₹7,04,099"
Pune,2016,Maruti,Baleno DELTA DDIS 190,Manual,"96,899 km",Diesel,1st Owner,"₹5,68,999"
Pune,2015,Maruti,Swift VXI,Manual,"44,747 km",Petrol,1st Owner,"₹4,27,899"
Pune,2016,Volkswagen,Polo GT TSI 1.2 PETROL AT,Automatic,"48,730 km",Petrol,2nd Owner,"₹6,02,099"
Pune,2017,Maruti,Baleno DELTA 1.2 K12,Manual,"10,530 km",Petrol,1st Owner,"₹6,22,199"
Pune,2019,Renault,Kwid RXT,Manual,"3,141 km",Petrol,1st Owner,"₹3,96,199"
Pune,2018,Maruti,Baleno ZETA 1.2 K12,Manual,"16,994 km",Petrol,1st Owner,"₹6,02,999"
Pune,2012,Hyundai,i20 SPORTZ 1.2 VTVT,Manual,"23,044 km",Petrol,1st Owner,"₹3,32,299"
Pune,2019,Renault,Kwid RXT 1.0 EASY-R AT OPTION,Automatic,"7,547 km",Petrol,1st Owner,"₹4,83,599"
Pune,2013,Honda,Brio 1.2 VX AT I VTEC,Automatic,"56,857 km",Petrol,1st Owner,"₹3,42,199"
Pune,2016,Maruti,Swift VXI,Manual,"39,608 km",Petrol,1st Owner,"₹4,11,099"
Pune,2017,Maruti,Wagon R 1.0 LXI CNG,Manual,"1,10,993 km",Petrol + CNG,1st Owner,"₹3,79,299"
Pune,2016,Ford,New Figo 1.2 TITANIUM,Manual,"21,454 km",Petrol,3rd Owner,"₹3,95,099"
Pune,2016,Hyundai,i20 Active 1.2 S,Manual,"20,933 km",Petrol,1st Owner,"₹5,70,599"
Pune,2017,Hyundai,i20 Active 1.2 S,Manual,"57,900 km",Petrol,1st Owner,"₹5,82,699"
Pune,2014,Hyundai,Elite i20 ASTA 1.2,Manual,"43,096 km",Petrol,2nd Owner,"₹5,12,599"
Pune,2016,Hyundai,Elite i20 SPORTZ 1.2,Manual,"56,445 km",Petrol,2nd Owner,"₹4,93,899"
Pune,2019,Maruti,Swift ZXI AMT,Automatic,"4,888 km",Petrol,1st Owner,"₹7,03,499"
Pune,2020,Maruti,Swift VXI,Manual,"1,550 km",Petrol,1st Owner,"₹6,27,799"
Pune,2018,Nissan,Micra XL CVT (PETROL),Automatic,"14,360 km",Petrol,1st Owner,"₹6,22,099"
Pune,2016,Hyundai,Elite i20 SPORTZ 1.2,Manual,"84,580 km",Petrol,1st Owner,"₹5,59,999"
Pune,2012,Hyundai,i20 MAGNA O 1.2,Manual,"31,372 km",Petrol,1st Owner,"₹3,97,199"
Pune,2018,Hyundai,Elite i20 ASTA 1.2 AT,,"10,222 km",Petrol,1st Owner,"₹7,71,699"
Pune,2019,Maruti,Alto VXI,Manual,"21,494 km",Petrol,2nd Owner,"₹3,52,199"
Pune,2016,Maruti,Baleno DELTA 1.2 K12,Manual,"58,063 km",Petrol,2nd Owner,"₹5,48,399"
Pune,2016,Maruti,Celerio VXI AMT,Automatic,"51,815 km",Petrol,2nd Owner,"₹3,91,399"
Pune,2017,Maruti,Baleno RS 1.0 PETROL,Manual,"12,840 km",Petrol,2nd Owner,"₹6,04,399"
Pune,2017,Maruti,Baleno DELTA 1.2 K12,Manual,"21,954 km",Petrol,1st Owner,"₹5,55,599"
Pune,2016,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"32,812 km",Petrol,1st Owner,"₹4,33,899"
Pune,2013,Maruti,Swift VXI,Manual,"36,351 km",Petrol,1st Owner,"₹3,97,799"
Pune,2018,Maruti,IGNIS ZETA 1.2 K12 AMT,Automatic,"11,321 km",Petrol,1st Owner,"₹5,69,499"
Pune,2015,Maruti,Celerio VXI,Manual,"21,306 km",Petrol,1st Owner,"₹3,78,199"
Pune,2017,Maruti,Baleno ALPHA 1.2 K12,Manual,"36,120 km",Petrol,1st Owner,"₹7,02,799"
Pune,2017,Toyota,Camry HYBRID,Manual,"69,593 km",Petrol,1st Owner,"₹18,77,199"
Pune,2017,Hyundai,New Elantra 1.6 SX AT O,Automatic,"69,070 km",Diesel,1st Owner,"₹11,68,099"
Pune,2009,Toyota,Camry W4 AT,Automatic,"99,864 km",Petrol,1st Owner,"₹3,07,299"
Pune,2015,Skoda,Octavia ELEGANCE 1.8 TSI AT,Automatic,"93,768 km",Petrol,1st Owner,"₹8,03,499"
Pune,2018,Jeep,Compass LIMITED O 1.4 AT,Automatic,"25,460 km",Petrol,2nd Owner,"₹15,76,699"
Pune,2016,Mahindra,XUV500 W10 AT FWD,Automatic,"62,511 km",Diesel,2nd Owner,"₹11,22,799"
Pune,2018,Jeep,Compass LIMITED 1.4 AT,Automatic,"13,908 km",Petrol,1st Owner,"₹17,16,699"
Pune,2020,Skoda,Rapid 1.0 AMBITION TSI MT,Manual,"6,981 km",Petrol,1st Owner,"₹9,01,299"
Pune,2015,Maruti,Ciaz VDI,Manual,"1,61,918 km",Diesel,1st Owner,"₹5,28,299"
Pune,2018,Hyundai,Verna 1.6 SX VTVT AT (O),Automatic,"16,869 km",Petrol,2nd Owner,"₹10,53,199"
Pune,2018,Honda,City V MT PETROL,Manual,"18,363 km",Petrol,1st Owner,"₹10,50,299"
Pune,2018,Hyundai,Verna 1.6 SX VTVT AT (O),Automatic,"12,584 km",Petrol,1st Owner,"₹11,23,999"
Pune,2018,Hyundai,Verna 1.6 SX VTVT AT (O),Automatic,"36,856 km",Petrol,1st Owner,"₹11,24,899"
Pune,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"42,182 km",Petrol,1st Owner,"₹4,55,099"
Pune,2019,Hyundai,Verna 1.6 SX VTVT,Manual,"11,728 km",Petrol,1st Owner,"₹8,93,199"
Pune,2016,Volkswagen,Ameo HIGHLINE 1.2,Manual,"32,750 km",Petrol,2nd Owner,"₹4,73,299"
Pune,2013,Honda,Amaze 1.2 EXMT I VTEC,Manual,"15,271 km",Petrol,1st Owner,"₹4,14,599"
Pune,2019,Honda,Civic VX CVT i-VTEC,Automatic,"15,611 km",Petrol,1st Owner,"₹15,27,199"
Pune,2018,Honda,Amaze 1.2 V CVT I VTEC,Manual,"48,214 km",Petrol,1st Owner,"₹6,36,899"
Pune,2018,Honda,Amaze 1.2 VXMT I VTEC,Manual,"14,604 km",Petrol,1st Owner,"₹6,40,799"
Pune,2018,Jeep,Compass LIMITED O 1.4 AT,Automatic,"25,460 km",Petrol,2nd Owner,"₹15,76,699"
Pune,2016,Mahindra,XUV500 W10 AT FWD,Automatic,"62,511 km",Diesel,2nd Owner,"₹11,22,799"
Pune,2018,Jeep,Compass LIMITED 1.4 AT,Automatic,"13,908 km",Petrol,1st Owner,"₹17,16,699"
Pune,2017,Hyundai,New Elantra 1.6 SX AT O,Automatic,"69,070 km",Diesel,1st Owner,"₹11,68,099"
Pune,2017,Toyota,Camry HYBRID,Manual,"69,593 km",Petrol,1st Owner,"₹18,77,199"
Pune,2009,Toyota,Camry W4 AT,Automatic,"99,864 km",Petrol,1st Owner,"₹3,07,299"
Pune,2015,Skoda,Octavia ELEGANCE 1.8 TSI AT,Automatic,"93,768 km",Petrol,1st Owner,"₹8,03,499"
Pune,2016,Maruti,Vitara Brezza ZDI PLUS,Manual,"97,103 km",Diesel,1st Owner,"₹7,73,199"
Pune,2018,Maruti,S Cross SIGMA SHVS,Manual,"37,002 km",Diesel,1st Owner,"₹7,80,199"
Pune,2017,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,Automatic,"52,753 km",Diesel,1st Owner,"₹11,06,599"
Pune,2018,Maruti,Vitara Brezza VDI OPT,Manual,"64,199 km",Diesel,1st Owner,"₹7,36,699"
Pune,2018,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"40,157 km",Diesel,1st Owner,"₹8,59,499"
Pune,2017,Maruti,S Cross ZETA SHVS,Manual,"80,900 km",Diesel,1st Owner,"₹8,54,099"
Pune,2020,Maruti,Vitara Brezza ZXI,Manual,"23,940 km",Petrol,1st Owner,"₹9,11,499"
Pune,2018,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"14,643 km",Diesel,1st Owner,"₹9,15,399"
Pune,2017,Maruti,Vitara Brezza ZDI PLUS,Manual,"46,603 km",Diesel,1st Owner,"₹8,49,099"
Pune,2016,Honda,BR-V 1.5 i-VTEC V CVT,Automatic,"35,112 km",Petrol,1st Owner,"₹7,81,999"
Pune,2015,Hyundai,Creta 1.6 SX CRDI,Manual,"1,02,938 km",Diesel,1st Owner,"₹7,74,299"
Pune,2016,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"96,919 km",Diesel,2nd Owner,"₹6,72,399"
Pune,2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"22,757 km",Diesel,1st Owner,"₹15,20,099"
Bengaluru,2016,Maruti,S Cross ZETA 1.3,Manual,"1,46,782 km",Diesel,2nd Owner,"₹6,74,199"
Bengaluru,2016,Renault,Duster RXL PETROL 104,Manual,"27,083 km",Petrol,2nd Owner,"₹7,01,399"
Bengaluru,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"24,484 km",Petrol,1st Owner,"₹4,57,999"
Bengaluru,2020,Tata,NEXON XZ+ OPT PETROL,Manual,"35,736 km",Petrol,1st Owner,"₹10,45,999"
Bengaluru,2018,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"54,689 km",Petrol,1st Owner,"₹7,30,999"
Bengaluru,2014,Toyota,Innova 2.5 ZX 7 STR BS IV,Manual,"60,580 km",Diesel,2nd Owner,"₹13,49,699"
Bengaluru,2013,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"38,034 km",Petrol,1st Owner,"₹6,24,899"
Bengaluru,2017,Renault,Duster RXZ 85 PS DIESEL,Manual,"22,087 km",Diesel,1st Owner,"₹8,90,599"
Bengaluru,2016,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"54,152 km",Diesel,1st Owner,"₹7,90,199"
Bengaluru,2018,Ford,Ecosport 1.5 TITANIUM SIGNATURE TI VCT (SUNROOF),Manual,"13,002 km",Petrol,1st Owner,"₹10,68,199"
Bengaluru,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"38,596 km",Petrol,1st Owner,"₹3,98,499"
Bengaluru,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"31,060 km",Petrol,2nd Owner,"₹4,03,499"
Bengaluru,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"8,409 km",Petrol,1st Owner,"₹4,93,699"
Bengaluru,2017,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"57,837 km",Petrol,1st Owner,"₹6,81,599"
Bengaluru,2017,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"53,007 km",Diesel,1st Owner,"₹7,16,999"
Bengaluru,2017,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"32,162 km",Diesel,1st Owner,"₹7,21,999"
Bengaluru,2017,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"44,150 km",Petrol,1st Owner,"₹7,08,899"
Bengaluru,2018,Maruti,Vitara Brezza ZDI + AMT,Automatic,"20,396 km",Diesel,1st Owner,"₹9,54,299"
Bengaluru,2014,Maruti,Ertiga ZDI,Manual,"1,36,879 km",Diesel,1st Owner,"₹6,77,499"
Bengaluru,2016,Hyundai,Creta 1.6 SX CRDI,,"1,13,574 km",Diesel,1st Owner,"₹8,84,999"
Bengaluru,2014,Hyundai,Xcent SX AT 1.2 OPT,Automatic,"52,819 km",Petrol,1st Owner,"₹5,16,199"
Bengaluru,2014,Hyundai,Xcent S 1.2,Manual,"38,002 km",Petrol,1st Owner,"₹4,82,999"
Bengaluru,2017,Hyundai,Verna 1.6 SX VTVT,Manual,"27,190 km",Petrol,1st Owner,"₹8,15,499"
Bengaluru,2020,Volkswagen,Vento HIGHLINE PLUS 1.0 TSI AT,Automatic,"8,464 km",Petrol,1st Owner,"₹13,47,999"
Bengaluru,2014,Maruti,Swift Dzire VDI BS IV,Manual,"79,550 km",Diesel,2nd Owner,"₹5,41,599"
Bengaluru,2013,Hyundai,Verna FLUIDIC 1.6 SX VTVT,Manual,"51,391 km",Petrol,3rd Owner,"₹5,88,399"
Bengaluru,2017,Honda,City V MT PETROL,Manual,"27,403 km",Petrol,2nd Owner,"₹8,58,799"
Bengaluru,2018,Toyota,YARIS V CVT,Manual,"58,923 km",Petrol,1st Owner,"₹8,52,199"
Bengaluru,2017,Volkswagen,Vento HIGHLINE PETROL,Manual,"8,913 km",Petrol,1st Owner,"₹7,38,299"
Bengaluru,2016,Volkswagen,Vento HIGHLINE 1.2 TSI AT,Manual,"56,791 km",Petrol,1st Owner,"₹7,78,199"
Bengaluru,2014,Skoda,Rapid AMBITION 1.6 MPI MT PLUS,Manual,"90,560 km",Petrol,2nd Owner,"₹4,50,399"
Bengaluru,2018,Volkswagen,Ameo HIGHLINE PLUS 1.0,Manual,"14,079 km",Petrol,2nd Owner,"₹6,15,699"
Bengaluru,2018,Honda,Amaze 1.2 SMT I VTEC,Manual,"13,311 km",Petrol,1st Owner,"₹6,11,999"
Bengaluru,2012,Toyota,Etios V,Manual,"89,408 km",Petrol,1st Owner,"₹4,93,199"
Bengaluru,2014,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"38,392 km",Petrol,1st Owner,"₹4,89,199"
Bengaluru,2014,Honda,City SV MT PETROL,Manual,"80,312 km",Petrol,1st Owner,"₹5,99,599"
Bengaluru,2019,Maruti,Dzire ZXI AMT,Automatic,"11,865 km",Petrol,1st Owner,"₹7,70,499"
Bengaluru,2012,Maruti,Swift Dzire VDI BS IV,Manual,"1,30,343 km",Diesel,1st Owner,"₹4,45,199"
Bengaluru,2017,Honda,City V MT PETROL,Manual,"18,986 km",Petrol,1st Owner,"₹8,07,399"
Bengaluru,2014,Maruti,Swift Dzire VXI AMT,Automatic,"33,716 km",Petrol,2nd Owner,"₹5,01,999"
Bengaluru,2016,Maruti,Baleno DELTA 1.2 K12,Manual,"50,083 km",Petrol,1st Owner,"₹6,88,599"
Bengaluru,2016,Maruti,Baleno DELTA 1.2 K12,Manual,"22,504 km",Petrol,1st Owner,"₹6,33,499"
Bengaluru,2017,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"35,781 km",Petrol,1st Owner,"₹6,95,099"
Bengaluru,2015,Honda,Jazz 1.2 V MT,Manual,"60,878 km",Petrol,3rd Owner,"₹5,54,299"
Bengaluru,2018,Volkswagen,Polo COMFORTLINE 1.0 PETROL,Manual,"30,201 km",Petrol,1st Owner,"₹6,73,499"
Bengaluru,2017,Maruti,IGNIS ALPHA 1.2 K12 DUAL TONE,Manual,"44,863 km",Petrol,1st Owner,"₹6,31,899"
Bengaluru,2021,Tata,Tiago XZ+ 1.2 Revotron,Manual,"6,217 km",Petrol,1st Owner,"₹7,05,599"
Bengaluru,2015,Maruti,Swift VXI,Manual,"44,313 km",Petrol,2nd Owner,"₹5,73,799"
Bengaluru,2018,Maruti,Swift VXI,Manual,"27,867 km",Petrol,1st Owner,"₹6,22,599"
Bengaluru,2015,Maruti,Swift VXI,Manual,"62,156 km",Petrol,1st Owner,"₹5,10,799"
Bengaluru,2017,Honda,Jazz 1.2 V AT,Automatic,"27,368 km",Petrol,1st Owner,"₹7,14,599"
Bengaluru,2010,Hyundai,i20 SPORTZ 1.2 O,Manual,"53,548 km",Petrol,3rd Owner,"₹3,63,099"
Bengaluru,2014,Hyundai,Eon SPORTZ,Manual,"36,141 km",Petrol,2nd Owner,"₹3,24,199"
Bengaluru,2014,Hyundai,i10 SPORTZ 1.1 IRDE2,Manual,"61,003 km",Petrol,2nd Owner,"₹3,77,099"
Bengaluru,2015,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"64,085 km",Petrol,1st Owner,"₹4,93,399"
Bengaluru,2016,Hyundai,Grand i10 ASTA 1.2 (O) VTVT,Manual,"30,243 km",Petrol,2nd Owner,"₹5,20,399"
Bengaluru,2016,Maruti,Wagon R 1.0 VXI,Manual,"74,510 km",Petrol,2nd Owner,"₹4,15,799"
Bengaluru,2017,Maruti,Celerio ZXI,Manual,"36,893 km",Petrol,1st Owner,"₹4,54,899"
Bengaluru,2019,Maruti,Celerio ZXI OPT,Manual,"21,303 km",Petrol,2nd Owner,"₹5,56,599"
Bengaluru,2016,Maruti,Wagon R 1.0 VXI,Manual,"27,459 km",Petrol,2nd Owner,"₹3,98,599"
Bengaluru,2014,Toyota,Corolla Altis D 4D G,Manual,"64,294 km",Diesel,1st Owner,"₹9,82,999"
Bengaluru,2016,Toyota,Corolla Altis G AT,Automatic,"18,351 km",Petrol,2nd Owner,"₹10,53,899"
Bengaluru,2017,Hyundai,Tucson New 4WD AT GLS DIESEL,Automatic,"34,941 km",Diesel,1st Owner,"₹20,67,099"
Bengaluru,2016,Mahindra,XUV500 W10 AT,Automatic,"33,057 km",Diesel,3rd Owner,"₹10,99,199"
Bengaluru,2014,Hyundai,Xcent SX AT 1.2 OPT,Automatic,"52,819 km",Petrol,1st Owner,"₹5,16,199"
Bengaluru,2014,Hyundai,Xcent S 1.2,Manual,"38,002 km",Petrol,1st Owner,"₹4,82,999"
Bengaluru,2017,Hyundai,Verna 1.6 SX VTVT,Manual,"27,190 km",Petrol,1st Owner,"₹8,15,499"
Bengaluru,2020,Volkswagen,Vento HIGHLINE PLUS 1.0 TSI AT,Automatic,"8,464 km",Petrol,1st Owner,"₹13,47,999"
Bengaluru,2014,Maruti,Swift Dzire VDI BS IV,Manual,"79,550 km",Diesel,2nd Owner,"₹5,41,599"
Bengaluru,2013,Hyundai,Verna FLUIDIC 1.6 SX VTVT,Manual,"51,391 km",Petrol,3rd Owner,"₹5,88,399"
Bengaluru,2017,Honda,City V MT PETROL,Manual,"27,403 km",Petrol,2nd Owner,"₹8,58,799"
Bengaluru,2018,Toyota,YARIS V CVT,Manual,"58,923 km",Petrol,1st Owner,"₹8,52,199"
Bengaluru,2017,Volkswagen,Vento HIGHLINE PETROL,Manual,"8,913 km",Petrol,1st Owner,"₹7,38,299"
Bengaluru,2016,Volkswagen,Vento HIGHLINE 1.2 TSI AT,Manual,"56,791 km",Petrol,1st Owner,"₹7,78,199"
Bengaluru,2014,Skoda,Rapid AMBITION 1.6 MPI MT PLUS,Manual,"90,560 km",Petrol,2nd Owner,"₹4,50,399"
Bengaluru,2018,Volkswagen,Ameo HIGHLINE PLUS 1.0,Manual,"14,079 km",Petrol,2nd Owner,"₹6,15,699"
Bengaluru,2018,Maruti,Dzire VDI,Manual,"69,361 km",Diesel,1st Owner,"₹6,30,399"
Bengaluru,2018,Maruti,Dzire ZXI Plus AMT,Automatic,"13,779 km",Petrol,1st Owner,"₹7,43,099"
Bengaluru,2018,Honda,Amaze 1.2 SMT I VTEC,Manual,"13,311 km",Petrol,1st Owner,"₹6,11,999"
Bengaluru,2012,Toyota,Etios V,Manual,"89,408 km",Petrol,1st Owner,"₹4,93,199"
Bengaluru,2017,Hyundai,Tucson New 4WD AT GLS DIESEL,Automatic,"34,941 km",Diesel,1st Owner,"₹20,67,099"
Bengaluru,2016,Mahindra,XUV500 W10 AT,Automatic,"33,057 km",Diesel,3rd Owner,"₹10,99,199"
Bengaluru,2014,Toyota,Corolla Altis D 4D G,Manual,"64,294 km",Diesel,1st Owner,"₹9,82,999"
Bengaluru,2016,Toyota,Corolla Altis G AT,Automatic,"18,351 km",Petrol,2nd Owner,"₹10,53,899"
Bengaluru,2016,Maruti,S Cross ZETA 1.3,Manual,"1,46,782 km",Diesel,2nd Owner,"₹6,74,199"
Bengaluru,2016,Renault,Duster RXL PETROL 104,Manual,"27,083 km",Petrol,2nd Owner,"₹7,01,399"
Bengaluru,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"24,484 km",Petrol,1st Owner,"₹4,57,999"
Bengaluru,2020,Tata,NEXON XZ+ OPT PETROL,Manual,"35,736 km",Petrol,1st Owner,"₹10,45,999"
Bengaluru,2018,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"54,689 km",Petrol,1st Owner,"₹7,30,999"
Bengaluru,2014,Toyota,Innova 2.5 ZX 7 STR BS IV,Manual,"60,580 km",Diesel,2nd Owner,"₹13,49,699"
Bengaluru,2013,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"38,034 km",Petrol,1st Owner,"₹6,24,899"
Bengaluru,2017,Renault,Duster RXZ 85 PS DIESEL,Manual,"22,087 km",Diesel,1st Owner,"₹8,90,599"
Bengaluru,2016,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"54,152 km",Diesel,1st Owner,"₹7,90,199"
Bengaluru,2018,Ford,Ecosport 1.5 TITANIUM SIGNATURE TI VCT (SUNROOF),Manual,"13,002 km",Petrol,1st Owner,"₹10,68,199"
Bengaluru,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"38,596 km",Petrol,1st Owner,"₹3,98,499"
Bengaluru,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"31,060 km",Petrol,2nd Owner,"₹4,03,499"
Bengaluru,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"8,409 km",Petrol,1st Owner,"₹4,93,699"
Bengaluru,2017,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"57,837 km",Petrol,1st Owner,"₹6,81,599"
Bengaluru,2017,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"53,007 km",Diesel,1st Owner,"₹7,16,999"
Bengaluru,2017,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"32,162 km",Diesel,1st Owner,"₹7,21,999"
Hyderabad,2019,Toyota,Innova Crysta 2.4 GX 8 STR,Manual,"1,87,298 km",Diesel,1st Owner,"₹14,65,799"
Hyderabad,2018,Ford,Ecosport 1.5 TITANIUM PLUS TI VCT AT,Manual,"18,130 km",Petrol,1st Owner,"₹8,50,199"
Hyderabad,2018,Maruti,Vitara Brezza ZDI AMT,Automatic,"88,052 km",Diesel,2nd Owner,"₹8,40,999"
Hyderabad,2017,Honda,WR-V 1.5 i-DTEC VX MT,Manual,"36,497 km",Diesel,1st Owner,"₹6,88,699"
Hyderabad,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"9,338 km",Petrol,2nd Owner,"₹4,56,199"
Hyderabad,2019,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"47,557 km",Diesel,1st Owner,"₹10,18,399"
Hyderabad,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"11,900 km",Petrol,1st Owner,"₹4,42,099"
Hyderabad,2019,Maruti,Dzire VXI,Manual,"3,919 km",Petrol,1st Owner,"₹6,71,299"
Hyderabad,2017,Maruti,Dzire ZDI Plus AMT,Automatic,"49,145 km",Diesel,1st Owner,"₹6,63,499"
Hyderabad,2017,Maruti,Swift Dzire VDI OPT,Manual,"19,935 km",Diesel,1st Owner,"₹6,68,199"
Hyderabad,2016,Hyundai,Verna FLUIDIC 1.6 SX VTVT OPT,Manual,"83,328 km",Petrol,1st Owner,"₹6,52,299"
Hyderabad,2020,Maruti,Baleno ALPHA 1.2 K12,Manual,"28,752 km",Petrol,1st Owner,"₹7,46,499"
Hyderabad,2019,Maruti,S PRESSO VXI PLUS,Manual,"29,101 km",Petrol,1st Owner,"₹4,63,099"
